id,landmark_id
00cba0067c078490,27
00f928e383e1d121,27
0110a04e618bc368,27
026afdc670937e3b,27
0319627771784e54,27
0362bd7cb1d405e6,27
038450020a8c3338,27
04104ac526aac788,27
043df08d08e77376,27
0494a4b4e535990b,27
04c2c4c721621980,27
053e45337a27d966,27
062b98a7b4dd967a,27
067f2d8ea47a5161,27
06ca57d5e28df171,27
06edfd68c11174ae,27
0730f719e78924e3,27
083dce4eaeaf9fcb,27
0992e5594475a9ab,27
0b3f356651664968,27
0bbfdb08d40a242b,27
0c07eb41d6af5ad5,27
0ef5577a8df204b5,27
0f060fbfb7473137,27
0f5637a32599d8e6,27
0f6266e89052fc37,27
0f8dbc073c087952,27
0fa907fb215b2787,27
0fbf003f9f98fced,27
0fe3952d6771d97a,27
0fe40259e629cf8b,27
0fe7a951a30b11bd,27
102c928650a4f560,27
10ff681a15b7b2f8,27
117569211b0e5a92,27
12b633234eec49a3,27
12e2c369ca5c203d,27
14423bb59be36753,27
146bf41416c70b59,27
14ac60b7008eca8c,27
163356221a1d76d0,27
16b121a3e12e4631,27
16d8b2b135f4fdbb,27
16da8c9f43cc07d1,27
16ed5ec61adc9c92,27
171a3f8da8445eee,27
1766bcbb04f86edf,27
185799a4b587039d,27
18e7dcd6c6f611dd,27
19b4fbd5c0eed1e4,27
1aced71eaac3a0bb,27
1b2be7599942441e,27
1b321106e622ff4b,27
1c19b85b7cf8a846,27
1cb302aef62f3be9,27
1cefa830c638e227,27
1d14a42d41d132fc,27
1d6f5c6478c81b1b,27
1d6f60585e99f03a,27
1dd62cf615dbce34,27
1e89922a656c7d51,27
1fa054ad64314548,27
1fd3d2b58d0250e7,27
1fe5228e28856899,27
2056088b5c7d80a2,27
20e5b4c0d32bb79d,27
21a9106cf71e7031,27
21d7dbec5847d0b6,27
22792706a894361e,27
27a6c15ea3e49198,27
27fc8ad1680d76ae,27
281bcb57ff45005a,27
2873e03760ca2fca,27
28fe3b4d794a1494,27
295b281200fdfaf5,27
299aa08af54ca25b,27
2a8a4d1eea33803d,27
2ab471fb1b4330cb,27
2b472d195da809ac,27
2c4b1e249a30f295,27
2c73a84809af4ed8,27
2c807822ea753fd1,27
2cda397ee54d1bf3,27
2d73545a1139e094,27
2e3b25675c792bfc,27
2eb5bb43c1e8dd75,27
2fbe56407d61dae2,27
3027713ac8bbcfb1,27
30da51de372cc453,27
33212fce2e8ddef4,27
33699537b970b45b,27
350c35dd0e716f5d,27
359be3976d32167d,27
35d6b2fc94ad86f5,27
364950bd3e7d2950,27
36cfe7ffb9bfeb85,27
374ecd216c234dae,27
37ab34895505dc71,27
37edaa4f43576997,27
3a8e9ffccae326f1,27
3b13dc435759205c,27
3b16a3c150687586,27
3b1ffad3da8f584a,27
3b7a8a6a948e68f1,27
3bc2f3685e35e2bd,27
3c1d7c805637fab9,27
3c81520bffca712a,27
3c96dc36412f8009,27
3d04a7e4a3d10110,27
3dae46cbef621791,27
3fce70eaab316d5b,27
4000135476ae4dcb,27
40a3d9ce3d7aee3d,27
40dcba14841a591e,27
40f61d4092fbb711,27
418e0c93dd81e1d1,27
41b56efa5770c162,27
41d5a9a4fadaecf8,27
4288acfdfb2f2661,27
4345fb76911728d0,27
43f2c07453cb4a93,27
444ee26a23ed7e8f,27
44c964676fbc050c,27
453d7cc2bf6458f6,27
458c70cb9ddadb11,27
45a25f2f44680c1a,27
45aa124f9b7506d3,27
45afdfb362b60fa2,27
47046d34edb74d97,27
47257a29394ac73f,27
47b96c19b9f92980,27
485c5e658663df06,27
49567a7236b170ba,27
49a647d4635e56ca,27
49b5dec2840f7dc8,27
49f02cd4b3a105a3,27
4a0dbca59a9cc0a8,27
4a191879b4806968,27
4ad2c8ac09f02b1d,27
4b1b9cb608c95b02,27
4b7eef6d4056a5b3,27
4bbedd1a57040570,27
4be8aa76329f9d8e,27
4dc0fb38605d1118,27
4e5c7e29a874f48f,27
4e7d00d38eaed0cc,27
4ef0883235442d90,27
4f027b21b5223958,27
4f775e1ef6a77321,27
4fbb7fc979759d24,27
506c66350448e094,27
5076976c6a4e7455,27
509f5ea12170fa4b,27
51f247856e63cd46,27
527683b0276945c5,27
52c0573905d01a79,27
534a4d8611307155,27
53ee441a657c337f,27
540d0cab3ab58d77,27
545ac8f3b479192d,27
54d57df631bc3543,27
55b429ddf564f03c,27
5602a9a392fe51d1,27
56231db3f40a77a1,27
564b619fbc46e07b,27
5658c5326df0e455,27
56cae72034671f66,27
5788ba4875eedd34,27
5812bde5de6e63a7,27
583bfda7c239fe60,27
5884e3655b7622ce,27
5ad8551a47efea3e,27
5b381024c05be0e6,27
5be630f93b7a6154,27
5d5db5870b0aa38e,27
5dc159e796bf5c8f,27
5e0aad5f2411fc08,27
5e1d754caf99742b,27
5f6f3bda7751efa5,27
5f7376dfe712f3d6,27
5f7722a768e5cfa8,27
5f9ff1af4b7b674b,27
5ffdeed07f56f8aa,27
6019cd464310f350,27
60aac18efdc3bf7c,27
61d9b889bee7fea1,27
62c723bd8830e982,27
62d0caa23ab29732,27
634b77487e57265f,27
63c8f42420d2c02a,27
63d22a6cf2272e84,27
64148b7a9ae26394,27
645cbefdc7c7b5eb,27
64eb980da4ec3a1b,27
6560bf06eda59e62,27
65c94d1bc28e8fd1,27
65d553d0a12961d6,27
6667a31dfc262318,27
67856648c6310ca3,27
67a9a5a003d13037,27
68df6f306cbe717f,27
695e860c707322c1,27
69a56934390bb973,27
6a45a166527c5c31,27
6bed957c06c2df7b,27
6c114601de3abd60,27
6cb8d12d51a50026,27
6d0d1453ccd30d3e,27
6d8cd7206f18c924,27
6eb1ab72609dda4f,27
6f70b2153ae25495,27
6f7adeac462f9fad,27
7030ea24d4257fbe,27
7082404a049b56f1,27
70c352fd0121cc9a,27
70fa6dfd6ae8fa0a,27
717315c58c2b56c1,27
726317007de28aa5,27
72d3e018234d05a2,27
7336a3063d14fed5,27
74c0eb65c12fe52b,27
7535038458bf9709,27
756f02ef0a89529d,27
75f7877d64633ceb,27
7632e3e69214deff,27
76af704e8c654456,27
76afc9c56439d4e7,27
76f0123b97450f7a,27
77ac57d5dedd719e,27
78cb5b1f14849d07,27
7907db6e3c46a355,27
798abf24663325d9,27
79c865ed64e2dc44,27
7a6e10885f73b198,27
7aa04a096ed68010,27
7ad8d5c2dd274f51,27
7b09ae2c783852a7,27
7ba3566f7f372099,27
7cd07ac43f20886d,27
7d0434b799fae3dd,27
7e118e04766e0bed,27
7e47b47536f8607f,27
7e94f09d152a91cb,27
7f1d0ad82633fce0,27
7feb564c96bb3726,27
800991677bae1162,27
805937658f0fd3d1,27
8080c3a5a111f287,27
814a8facf0c24372,27
8178e8b01c462d4b,27
822f4d7e0bbbe2f9,27
830c8dbf2316615c,27
8323df4b0689d343,27
833e5470a3159c45,27
8366053eabd3cb97,27
83edf329f8eefeea,27
840720e877375c24,27
845ea4cb5f7b1645,27
85176b87cdb6f5d2,27
85687e80aab1b276,27
85e9c43141896593,27
864ecec6cc34b1ee,27
871dba981c60b62f,27
875e0bc3fd2793cd,27
87e37ea4fd19bc85,27
8c419abc17ff4b60,27
8cc222ac607407a7,27
8cc5b1143591d942,27
8cc7efd2a9eb420b,27
8d142e2387619552,27
8e24963d5207015f,27
8e9e439157d2fc0d,27
8ee364a47933a79b,27
8f75ba062ede8f7e,27
8fb6a0f14c54a819,27
8fd97287d98bceec,27
90fe76a3e8d720f3,27
922e5ca529c872a5,27
922fc36fcc76ef45,27
925afd65588df7e1,27
92e5d5c3b8d97afc,27
92fb2e22bf271bbb,27
93742874d50f6111,27
9392644a619dfe16,27
9401a66593a29683,27
963647a534a848c5,27
9669b09c7534cde3,27
9704a15646ec7ddc,27
979734f30b804c80,27
990ce0cc863d9486,27
9999c084c29eb783,27
99b4c93917472d36,27
9b1524c7869f42e0,27
9c0b30e81ceb9527,27
9c0e3261bd47688b,27
9c63d9fc01aad501,27
9c956665f5e43f10,27
9ca786d6f73a84b3,27
9ddf389d92d5776c,27
9e9c5f9142cc9acf,27
9edece7a18f8b6dd,27
9f07dbc2f3ebf718,27
9f1dd13d99904b02,27
9f4a6d4932732cd2,27
9fccdb6f9cba6c60,27
a0818e1222c8f95b,27
a0fd8aee37189929,27
a11842555aad7e05,27
a1e274a98f42b51b,27
a2304b26cdee1988,27
a2344a172747a0f3,27
a2436ab42e36b060,27
a2f4afdddae856a1,27
a3f6cd3700fb114b,27
a42cabe09be662ec,27
a4541d4fdf15c98d,27
a516a42a51641f2a,27
a5b4d66b9da0538d,27
a623d4da4e40cb19,27
a65a0edc9f929d38,27
a736c0e973221fa2,27
a764f743a3a0b02e,27
a7e19c85e6354442,27
a853c3fc7137eabf,27
a85ad68392135558,27
a87afd18a8c44f17,27
ac166a8f09b04a19,27
ad4ddf39e131793a,27
ade9edb339c8003c,27
ae070ff453138e86,27
ae49ba8c852e34c2,27
af1338b90ee15c69,27
af9afccc4bb07d10,27
afb7ffdad1d45225,27
afe88a1f9174217c,27
b0147b5278d9bfd4,27
b100c21f495b8c13,27
b107c03cb89fa783,27
b1a3b02b36beab0b,27
b2beb31e4e033151,27
b2c10fabfb89654a,27
b309b2fe741db193,27
b330c770dc39dc2c,27
b33b3ef0cebba9e1,27
b36b242eb9d55500,27
b3c7ab7e614c61f0,27
b3ff3b769ef57287,27
b4450dffec122c6f,27
b5ddb6570c4515f1,27
b6852ec76bdd604a,27
b6bfbb626f47002e,27
b714f2f1ad214fb2,27
b7465beab2c26118,27
b786aa2a80a8e031,27
b7af62aaf2080b9e,27
b7b205430deb8dc1,27
b87b206e6e8cb0c3,27
b8f35fce8a22b63f,27
b916d65c22a8a132,27
ba0f2dc9f7ae561d,27
ba0f9dd48a272298,27
ba413028e7baeef9,27
ba62c03bdf95a13c,27
babe7b7097b8f24a,27
bafe7a417b7bc113,27
bbb6f58250a99a84,27
bbc30dd373ae078b,27
bc2f0d8afd452375,27
bc777631b4c9c1d7,27
bca30060bea8e992,27
bdd5c2f424f50203,27
